coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[79.42696034759238, 14.06100838487198]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 31 Mar 2021 to: 12 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-31T00:00:00,2021-04-12T00:00:00,5259.0,Green impact for forestfire in 5259 ha,GWIS,IND,WF,WF 1000027,0 in the burned area,India,31 Mar 2021  - 12 Apr 2021 ,12,5259 ha
"[76.30807070023047, 22.263882881030064]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 12 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-12T00:00:00,5130.0,Green impact for forestfire in 5130 ha,GWIS,IND,WF,WF 1000055,148 in the burned area,India,25 Mar 2021  - 12 Apr 2021 ,18,5130 ha
"[80.1571890129816, 22.87433496378556]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 24 Mar 2021 to: 11 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-24T00:00:00,2021-04-11T00:00:00,8947.0,Green impact for forestfire in 8947 ha,GWIS,IND,WF,WF 1000061,5005 in the burned area,India,24 Mar 2021  - 11 Apr 2021 ,18,8947 ha
"[79.16315090889645, 14.788052242710329]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 10 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-10T00:00:00,5727.0,Green impact for forestfire in 5727 ha,GWIS,IND,WF,WF 1000044,1728 in the burned area,India,27 Mar 2021  - 10 Apr 2021 ,14,5727 ha
"[20.279294108379183, 2.319761147600022]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 28 Mar 2021 to: 09 Apr 2021.,Green,1,GREEN,1.0,The Democratic Republic of Congo,2021-03-28T00:00:00,2021-04-09T00:00:00,5454.0,Green impact for forestfire in 5454 ha,GWIS,COD,WF,WF 1000038,163 in the burned area,The Democratic Republic of Congo,28 Mar 2021  - 09 Apr 2021 ,12,5454 ha
"[125.2072899184273, 43.40442641808047]",Forest fires in China,Forest fires in China,Green Forest fires in China from: 25 Mar 2021 to: 09 Apr 2021.,Green,1,GREEN,1.0,China,2021-03-25T00:00:00,2021-04-09T00:00:00,5590.0,Green impact for forestfire in 5590 ha,GWIS,CHN,WF,WF 1000054,3603 in the burned area,China,25 Mar 2021  - 09 Apr 2021 ,15,5590 ha
"[124.59137742952578, 44.15133985493223]",Forest fires in China,Forest fires in China,GREEN Forest fires in China from: 30 Mar 2021 to: 09 Apr 2021.,GREEN,1,GREEN,1.0,China,2021-03-30T00:00:00,2021-04-09T00:00:00,8154.0,Green impact for forestfire in 8154 ha,GWIS,CHN,WF,WF 1000369,9627 in the burned area,China,30 Mar 2021  - 09 Apr 2021 ,10,8154 ha
"[80.45202977231027, 23.600026924430292]",Forest fires in India,Forest fires in India,GREEN Forest fires in India from: 27 Mar 2021 to: 08 Apr 2021.,GREEN,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-08T00:00:00,11149.0,Green impact for forestfire in 11149 ha,GWIS,IND,WF,WF 1000373,0 in the burned area,India,27 Mar 2021  - 08 Apr 2021 ,12,11149 ha
"[79.77117848239497, 20.317845370692627]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 21 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-21T00:00:00,2021-04-08T00:00:00,32727.0,Green impact for forestfire in 32727 ha,GWIS,IND,WF,WF 1000075,461 in the burned area,India,21 Mar 2021  - 08 Apr 2021 ,18,32727 ha
"[105.76760346998205, 10.846470563431424]",Forest fires in Viet Nam,Forest fires in Viet Nam,Green Forest fires in Viet Nam from: 21 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,Viet Nam,2021-03-21T00:00:00,2021-04-08T00:00:00,5109.0,Green impact for forestfire in 5109 ha,GWIS,VNM,WF,WF 1000078,976 in the burned area,Viet Nam,21 Mar 2021  - 08 Apr 2021 ,18,5109 ha
"[81.96153983993236, 20.503925005718738]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 24 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-24T00:00:00,2021-04-08T00:00:00,14538.0,Green impact for forestfire in 14538 ha,GWIS,IND,WF,WF 1000062,612 in the burned area,India,24 Mar 2021  - 08 Apr 2021 ,15,14538 ha
"[80.75039965734388, 25.076278017409084]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-08T00:00:00,7223.0,Green impact for forestfire in 7223 ha,GWIS,IND,WF,WF 1000040,0 in the burned area,India,27 Mar 2021  - 08 Apr 2021 ,12,7223 ha
"[79.13405324130312, 21.592887678548863]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-08T00:00:00,6910.0,Green impact for forestfire in 6910 ha,GWIS,IND,WF,WF 1000045,0 in the burned area,India,27 Mar 2021  - 08 Apr 2021 ,12,6910 ha
"[78.3040799136296, 23.31781559920118]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 26 Mar 2021 to: 08 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-26T00:00:00,2021-04-08T00:00:00,5246.0,Green impact for forestfire in 5246 ha,GWIS,IND,WF,WF 1000049,0 in the burned area,India,26 Mar 2021  - 08 Apr 2021 ,13,5246 ha
"[80.11644614768224, 23.776902266205678]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 30 Mar 2021 to: 07 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-30T00:00:00,2021-04-07T00:00:00,5733.0,Green impact for forestfire in 5733 ha,GWIS,IND,WF,WF 1000030,0 in the burned area,India,30 Mar 2021  - 07 Apr 2021 ,8,5733 ha
"[80.58487166656198, 22.616391530987084]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 29 Mar 2021 to: 07 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-29T00:00:00,2021-04-07T00:00:00,5219.0,Green impact for forestfire in 5219 ha,GWIS,IND,WF,WF 1000031,0 in the burned area,India,29 Mar 2021  - 07 Apr 2021 ,9,5219 ha
"[82.87206869993722, 20.897855578814887]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 21 Mar 2021 to: 07 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-21T00:00:00,2021-04-07T00:00:00,5475.0,Green impact for forestfire in 5475 ha,GWIS,IND,WF,WF 1000079,0 in the burned area,India,21 Mar 2021  - 07 Apr 2021 ,17,5475 ha
"[80.12581329672223, 18.594671866337567]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 23 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-06T00:00:00,5122.0,Green impact for forestfire in 5122 ha,GWIS,IND,WF,WF 1000070,0 in the burned area,India,23 Mar 2021  - 06 Apr 2021 ,14,5122 ha
"[81.04442903215462, 18.192487578270637]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 23 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-06T00:00:00,10574.0,Green impact for forestfire in 10574 ha,GWIS,IND,WF,WF 1000066,0 in the burned area,India,23 Mar 2021  - 06 Apr 2021 ,14,10574 ha
"[82.07603646517163, 20.73446560694765]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 18 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-18T00:00:00,2021-04-06T00:00:00,5829.0,Green impact for forestfire in 5829 ha,GWIS,IND,WF,WF 1000087,7329 in the burned area,India,18 Mar 2021  - 06 Apr 2021 ,19,5829 ha
"[80.40376416918184, 21.77815872241369]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 29 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-29T00:00:00,2021-04-06T00:00:00,5042.0,Green impact for forestfire in 5042 ha,GWIS,IND,WF,WF 1000033,0 in the burned area,India,29 Mar 2021  - 06 Apr 2021 ,8,5042 ha
"[88.6541275113219, 25.420277578826166]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 28 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-28T00:00:00,2021-04-06T00:00:00,5810.0,Green impact for forestfire in 5810 ha,GWIS,IND,WF,WF 1000034,0 in the burned area,India,28 Mar 2021  - 06 Apr 2021 ,9,5810 ha
"[80.1730772020521, 24.778700624634034]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 26 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-26T00:00:00,2021-04-06T00:00:00,7589.0,Green impact for forestfire in 7589 ha,GWIS,IND,WF,WF 1000047,802 in the burned area,India,26 Mar 2021  - 06 Apr 2021 ,11,7589 ha
"[84.54928796537746, 24.216261342109885]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 06 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-06T00:00:00,10122.0,Green impact for forestfire in 10122 ha,GWIS,IND,WF,WF 1000057,0 in the burned area,India,25 Mar 2021  - 06 Apr 2021 ,12,10122 ha
"[80.09221311045467, 20.570081945611513]",Forest fires in India,Forest fires in India,GREEN Forest fires in India from: 26 Mar 2021 to: 06 Apr 2021.,GREEN,1,GREEN,1.0,India,2021-03-26T00:00:00,2021-04-06T00:00:00,14049.0,Green impact for forestfire in 14049 ha,GWIS,IND,WF,WF 1000374,247 in the burned area,India,26 Mar 2021  - 06 Apr 2021 ,11,14049 ha
"[83.20536356331736, 21.50861590607631]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 22 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-22T00:00:00,2021-04-05T00:00:00,7229.0,Green impact for forestfire in 7229 ha,GWIS,IND,WF,WF 1000074,0 in the burned area,India,22 Mar 2021  - 05 Apr 2021 ,14,7229 ha
"[-95.79034797301456, 36.815231777473336]",Forest fires in United States,Forest fires in United States,GREEN Forest fires in United States from: 27 Mar 2021 to: 05 Apr 2021.,GREEN,1,GREEN,1.0,United States,2021-03-27T00:00:00,2021-04-05T00:00:00,8437.0,Green impact for forestfire in 8437 ha,GWIS,USA,WF,WF 1000372,33 in the burned area,United States,27 Mar 2021  - 05 Apr 2021 ,9,8437 ha
"[82.47591608886093, 23.59883174340112]",Forest fires in India,Forest fires in India,GREEN Forest fires in India from: 23 Mar 2021 to: 05 Apr 2021.,GREEN,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-05T00:00:00,11324.0,Green impact for forestfire in 11324 ha,GWIS,IND,WF,WF 1000380,15942 in the burned area,India,23 Mar 2021  - 05 Apr 2021 ,13,11324 ha
"[80.47657988213986, 24.133932341720293]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-05T00:00:00,6876.0,Green impact for forestfire in 6876 ha,GWIS,IND,WF,WF 1000058,0 in the burned area,India,25 Mar 2021  - 05 Apr 2021 ,11,6876 ha
"[83.51715025566692, 24.011981496843063]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-05T00:00:00,6822.0,Green impact for forestfire in 6822 ha,GWIS,IND,WF,WF 1000059,71853 in the burned area,India,25 Mar 2021  - 05 Apr 2021 ,11,6822 ha
"[80.97093093213188, 21.83149372753216]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 26 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-26T00:00:00,2021-04-05T00:00:00,5562.0,Green impact for forestfire in 5562 ha,GWIS,IND,WF,WF 1000052,0 in the burned area,India,26 Mar 2021  - 05 Apr 2021 ,10,5562 ha
"[83.91133565761403, 24.39098001032644]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-05T00:00:00,5365.0,Green impact for forestfire in 5365 ha,GWIS,IND,WF,WF 1000053,17844 in the burned area,India,25 Mar 2021  - 05 Apr 2021 ,11,5365 ha
"[83.25771396680702, 24.901706008497243]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 26 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-26T00:00:00,2021-04-05T00:00:00,7558.0,Green impact for forestfire in 7558 ha,GWIS,IND,WF,WF 1000048,13116 in the burned area,India,26 Mar 2021  - 05 Apr 2021 ,10,7558 ha
"[83.05496564658475, 23.883015410192403]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-05T00:00:00,5906.0,Green impact for forestfire in 5906 ha,GWIS,IND,WF,WF 1000042,0 in the burned area,India,27 Mar 2021  - 05 Apr 2021 ,9,5906 ha
"[-99.54228417655308, 17.036579660528435]",Forest fires in Mexico,Forest fires in Mexico,Green Forest fires in Mexico from: 31 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,Mexico,2021-03-31T00:00:00,2021-04-05T00:00:00,6347.0,Green impact for forestfire in 6347 ha,GWIS,MEX,WF,WF 1000028,3115 in the burned area,Mexico,31 Mar 2021  - 05 Apr 2021 ,5,6347 ha
"[7.819909399014338, 5.244728602009179]",Forest fires in Nigeria,Forest fires in Nigeria,Green Forest fires in Nigeria from: 23 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,Nigeria,2021-03-23T00:00:00,2021-04-05T00:00:00,5257.0,Green impact for forestfire in 5257 ha,GWIS,NGA,WF,WF 1000068,838 in the burned area,Nigeria,23 Mar 2021  - 05 Apr 2021 ,13,5257 ha
"[83.20613698478984, 24.514827211775284]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 24 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-24T00:00:00,2021-04-05T00:00:00,6455.0,Green impact for forestfire in 6455 ha,GWIS,IND,WF,WF 1000064,4419 in the burned area,India,24 Mar 2021  - 05 Apr 2021 ,12,6455 ha
"[80.38394589188516, 22.810339282908362]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 21 Mar 2021 to: 05 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-21T00:00:00,2021-04-05T00:00:00,6379.0,Green impact for forestfire in 6379 ha,GWIS,IND,WF,WF 1000076,0 in the burned area,India,21 Mar 2021  - 05 Apr 2021 ,15,6379 ha
"[75.94395642389108, 23.041867220137583]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 23 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-04T00:00:00,5027.0,Green impact for forestfire in 5027 ha,GWIS,IND,WF,WF 1000071,5639 in the burned area,India,23 Mar 2021  - 04 Apr 2021 ,12,5027 ha
"[82.87485052608925, 24.230999882450256]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 22 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-22T00:00:00,2021-04-04T00:00:00,5230.0,Green impact for forestfire in 5230 ha,GWIS,IND,WF,WF 1000073,930 in the burned area,India,22 Mar 2021  - 04 Apr 2021 ,13,5230 ha
"[79.62848001752197, 20.543900411385216]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-04T00:00:00,5654.0,Green impact for forestfire in 5654 ha,GWIS,IND,WF,WF 1000043,4649 in the burned area,India,27 Mar 2021  - 04 Apr 2021 ,8,5654 ha
"[78.85329810822621, 21.778939525538185]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 27 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-27T00:00:00,2021-04-04T00:00:00,6787.0,Green impact for forestfire in 6787 ha,GWIS,IND,WF,WF 1000046,47 in the burned area,India,27 Mar 2021  - 04 Apr 2021 ,8,6787 ha
"[-99.59025609625712, 16.786831217072933]",Forest fires in Mexico,Forest fires in Mexico,Green Forest fires in Mexico from: 25 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,Mexico,2021-03-25T00:00:00,2021-04-04T00:00:00,9736.0,Green impact for forestfire in 9736 ha,GWIS,MEX,WF,WF 1000056,3172 in the burned area,Mexico,25 Mar 2021  - 04 Apr 2021 ,10,9736 ha
"[83.59289783021342, 23.656931819373025]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 25 Mar 2021 to: 04 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-25T00:00:00,2021-04-04T00:00:00,6150.0,Green impact for forestfire in 6150 ha,GWIS,IND,WF,WF 1000060,0 in the burned area,India,25 Mar 2021  - 04 Apr 2021 ,10,6150 ha
"[-99.77271573245714, 17.003140036401398]",Forest fires in Mexico,Forest fires in Mexico,GREEN Forest fires in Mexico from: 27 Mar 2021 to: 04 Apr 2021.,GREEN,1,GREEN,1.0,Mexico,2021-03-27T00:00:00,2021-04-04T00:00:00,6763.0,Green impact for forestfire in 6763 ha,GWIS,MEX,WF,WF 1000371,13448 in the burned area,Mexico,27 Mar 2021  - 04 Apr 2021 ,8,6763 ha
"[94.13385850457708, 23.592780155903192]",Forest fires in Myanmar,Forest fires in Myanmar,Green Forest fires in Myanmar from: 15 Mar 2021 to: 03 Apr 2021.,Green,1,GREEN,1.0,Myanmar,2021-03-15T00:00:00,2021-04-03T00:00:00,5258.0,Green impact for forestfire in 5258 ha,GWIS,MMR,WF,WF 1000097,0 in the burned area,Myanmar,15 Mar 2021  - 03 Apr 2021 ,19,5258 ha
"[103.72108059390517, 24.085612506718363]",Forest fires in China,Forest fires in China,Green Forest fires in China from: 26 Mar 2021 to: 03 Apr 2021.,Green,1,GREEN,1.0,China,2021-03-26T00:00:00,2021-04-03T00:00:00,5628.0,Green impact for forestfire in 5628 ha,GWIS,CHN,WF,WF 1000050,0 in the burned area,China,26 Mar 2021  - 03 Apr 2021 ,8,5628 ha
"[93.0903146121477, 22.33928956284063]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 23 Mar 2021 to: 03 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-03T00:00:00,6239.0,Green impact for forestfire in 6239 ha,GWIS,IND,WF,WF 1000072,1946 in the burned area,India,23 Mar 2021  - 03 Apr 2021 ,11,6239 ha
"[79.5677008516264, 19.73732329374558]",Forest fires in India,Forest fires in India,Green Forest fires in India from: 23 Mar 2021 to: 03 Apr 2021.,Green,1,GREEN,1.0,India,2021-03-23T00:00:00,2021-04-03T00:00:00,12063.0,Green impact for forestfire in 12063 ha,GWIS,IND,WF,WF 1000067,0 in the burned area,India,23 Mar 2021  - 03 Apr 2021 ,11,12063 ha
"[100.45941070113177, 17.474035691769963]",Forest fires in Thailand,Forest fires in Thailand,Green Forest fires in Thailand from: 20 Mar 2021 to: 03 Apr 2021.,Green,1,GREEN,1.0,Thailand,2021-03-20T00:00:00,2021-04-03T00:00:00,5809.0,Green impact for forestfire in 5809 ha,GWIS,THA,WF,WF 1000081,0 in the burned area,Thailand,20 Mar 2021  - 03 Apr 2021 ,14,5809 ha
"[-104.70228210166273, 23.231707820423026]",Forest fires in Mexico,Forest fires in Mexico,Green Forest fires in Mexico from: 20 Mar 2021 to: 02 Apr 2021.,Green,1,GREEN,1.0,Mexico,2021-03-20T00:00:00,2021-04-02T00:00:00,5359.0,Green impact for forestfire in 5359 ha,GWIS,MEX,WF,WF 1000083,0 in the burned area,Mexico,20 Mar 2021  - 02 Apr 2021 ,13,5359 ha
"[98.26676941422488, 21.54879794268959]",Forest fires in Myanmar,Forest fires in Myanmar,Green Forest fires in Myanmar from: 19 Mar 2021 to: 02 Apr 2021.,Green,1,GREEN,1.0,Myanmar,2021-03-19T00:00:00,2021-04-02T00:00:00,5182.0,Green impact for forestfire in 5182 ha,GWIS,MMR,WF,WF 1000085,0 in the burned area,Myanmar,19 Mar 2021  - 02 Apr 2021 ,14,5182 ha
"[99.0818711663419, 21.687100730419015]",Forest fires in Myanmar,Forest fires in Myanmar,Green Forest fires in Myanmar from: 17 Mar 2021 to: 02 Apr 2021.,Green,1,GREEN,1.0,Myanmar,2021-03-17T00:00:00,2021-04-02T00:00:00,6155.0,Green impact for forestfire in 6155 ha,GWIS,MMR,WF,WF 1000091,0 in the burned area,Myanmar,17 Mar 2021  - 02 Apr 2021 ,16,6155 ha
"[22.995768544466113, 1.6919053665984118]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 23 Mar 2021 to: 02 Apr 2021.,Green,1,GREEN,1.0,The Democratic Republic of Congo,2021-03-23T00:00:00,2021-04-02T00:00:00,5264.0,Green impact for forestfire in 5264 ha,GWIS,COD,WF,WF 1000069,976 in the burned area,The Democratic Republic of Congo,23 Mar 2021  - 02 Apr 2021 ,10,5264 ha
